IATA	Timezone	Airport Name	City
FOR	America/Fortaleza	Pinto Martins International Airport	Fortaleza
FOS	Australia/Perth	Forrest Airport	
FOT	Australia/Sydney	Forster (Wallis Is) Airport	
FOU	Africa/Libreville	Fougamou Airport	Fougamou
FOY	Africa/Monrovia	Foya Airport	Foya
FPO	America/Nassau	Grand Bahama International Airport	Freeport
FPR	America/New_York	St Lucie County International Airport	Fort Pierce
FPY	America/New_York	Perry-Foley Airport	Perry
FRA	Europe/Berlin	Frankfurt am Main Airport	Frankfurt am Main
FRB	Australia/Sydney	Forbes Airport	Forbes
FRC	America/Sao_Paulo	Tenente Lund Pressoto Airport	Franca
FRD	America/Los_Angeles	Friday Harbor Airport	Friday Harbor
FRE	Pacific/Guadalcanal	Fera/Maringe Airport	Fera Island
FRG	America/New_York	Republic Airport	Farmingdale
FRH	America/Indiana/Indianapolis	French Lick Municipal Airport	French Lick
FRI	America/Chicago	Marshall Army Air Field	Fort Riley(Junction City)
FRK	Indian/Mahe	Fregate Island Airport	Fregate Island
FRL	Europe/Rome	Forli Airport	Forli (FC)
FRM	America/Chicago	Fairmont Municipal Airport	Fairmont
FRN	America/Anchorage	Bryant Army Heliport	Fort Richardson(Anchorage)
FRO	Europe/Oslo	Floro Airport	Floro
FRQ	Pacific/Port_Moresby	Feramin Airport	Feramin
FRR	America/New_York	Front Royal Warren County Airport	Front Royal
FRS	America/Guatemala	Mundo Maya International Airport	San Benito
FRT	America/Santiago	El Avellano Airport	Frutillar
FRU	Asia/Bishkek	Manas International Airport	Bishkek
FRW	Africa/Gaborone	Francistown Airport	Francistown
FRY	America/New_York	Eastern Slopes Regional Airport	Fryeburg
FRZ	Europe/Berlin	Fritzlar Army Airfield	Fritzlar
FSC	Europe/Paris	Figari Sud-Corse Airport	Figari Sud-Corse
FSD	America/Chicago	Joe Foss Field Airport	Sioux Falls
FSI	America/Chicago	Henry Post Army Air Field (Fort Sill)	Fort Sill
FSK	America/Chicago	Fort Scott Municipal Airport	Fort Scott
FSL	Australia/Perth	Fossil Downs Airport	Fossil Downs Station
FSM	America/Chicago	Fort Smith Regional Airport	Fort Smith
FSP	America/Miquelon	St Pierre Airport	Saint-Pierre
FSS	Europe/London	RAF Kinloss	Kinloss
FST	America/Chicago	Fort Stockton Pecos County Airport	Fort Stockton
FSU	America/Denver	Fort Sumner Municipal Airport	Fort Sumner
FSZ	Asia/Tokyo	Mt. Fuji Shizuoka Airport	Makinohara / Shimada
FTA	Pacific/Efate	Futuna Airport	Futuna Island
FTE	America/Argentina/Rio_Gallegos	El Calafate Airport	El Calafate
FTI	Pacific/Pago_Pago	Fitiuta Airport	Fitiuta Village
FTK	America/New_York	Godman Army Air Field	Fort Knox
FTU	Indian/Antananarivo	Tolanaro Airport	Tolanaro
FTW	America/Chicago	Fort Worth Meacham International Airport	Fort Worth
FTX	Africa/Brazzaville	Owando Airport	Owando
FTY	America/New_York	Fulton County Airport Brown Field	Atlanta
FUB	Pacific/Port_Moresby	Fulleborn Airport	Fulleborn
FUE	Atlantic/Canary	Fuerteventura Airport	Fuerteventura Island
FUG	Asia/Shanghai	Fuyang Xiguan Airport	Fuyang
FUJ	Asia/Tokyo	Fukue Airport	Goto
FUK	Asia/Tokyo	Fukuoka Airport	Fukuoka
FUL	America/Los_Angeles	Fullerton Municipal Airport	Fullerton
FUM	Pacific/Port_Moresby	Fuma Airport	Fuma
FUN	Pacific/Funafuti	Funafuti International Airport	Funafuti
FUO	Asia/Shanghai	Foshan Shadi Airport	Foshan
FUT	Pacific/Wallis	Pointe Vele Airport	Futuna Island
FVL	Australia/Perth	Flora Valley Airport	
FVM	Indian/Maldives	Fuvahmulah Airport	Fuvahmulah Island
FVR	Australia/Perth	Oombulgurri Airport	Forrest River Mission
FWA	America/Indiana/Indianapolis	Fort Wayne International Airport	Fort Wayne
FWH	America/Chicago	NAS Fort Worth JRB/Carswell Field	Fort Worth
FWL	America/Anchorage	Farewell Airport	Farewell
FXE	America/New_York	Fort Lauderdale Executive Airport	Fort Lauderdale
FXO	Africa/Maputo	Cuamba Airport	Cuamba
FXY	America/Chicago	Forest City Municipal Airport	Forest City
FYJ	Asia/Shanghai	Dongji Aiport	Fuyuan
FYM	America/Chicago	Fayetteville Municipal Airport	Fayetteville
FYN	Asia/Urumqi	Fuyun Koktokay Airport	Fuyun
FYT	Africa/Ndjamena	Faya Largeau Airport	
FYU	America/Anchorage	Fort Yukon Airport	Fort Yukon
FYV	America/Chicago	Drake Field	Fayetteville
FZO	Europe/London	Bristol Filton Airport	Bristol
GAB	America/Los_Angeles	Gabbs Airport	Gabbs
GAC	America/Tegucigalpa	Celaque Airport	Gracias
GAD	America/Chicago	Northeast Alabama Regional Airport	Gadsden
GAE	Africa/Tunis	Gabes Matmata International Airport	Gabes
GAF	Africa/Tunis	Gafsa Ksar International Airport	Gafsa
GAG	America/Chicago	Gage Airport	Gage
GAH	Australia/Brisbane	Gayndah Airport	
GAI	America/New_York	Montgomery County Airpark	Gaithersburg
GAJ	Asia/Tokyo	Yamagata Airport	Yamagata
GAL	America/Anchorage	Edward G. Pitka Sr Airport	Galena
GAM	America/Nome	Gambell Airport	Gambell
GAN	Indian/Maldives	Gan International Airport	Gan
GAO	America/Havana	Mariana Grajales Airport	Guantanamo
GAP	Pacific/Port_Moresby	Gusap Airport	Gusap
GAQ	Africa/Bamako	Gao Airport	
GAR	Pacific/Port_Moresby	Garaina Airport	Garaina
GAS	Africa/Nairobi	Garissa Airport	Garissa
GAT	Europe/Paris	Gap - Tallard Airfield	
GAU	Asia/Kolkata	Lokpriya Gopinath Bordoloi International Airport	Guwahati
GAV	Asia/Jayapura	Gag Island Airport	Gag Island
GAW	Asia/Yangon	Gangaw Airport	Gangaw
GAX	Africa/Libreville	Gamba Airport	Gamba
GAY	Asia/Kolkata	Gaya Airport	
GAZ	Pacific/Port_Moresby	Guasopa Airport	Woodlark (Muyua) Island
GBA	Europe/London	Cotswold Airport	Kemble
GBB	Asia/Baku	Gabala International Airport	Gabala
GBC	Pacific/Port_Moresby	Gasuke Airport	Gasuke
GBD	America/Chicago	Great Bend Municipal Airport	Great Bend
GBE	Africa/Gaborone	Sir Seretse Khama International Airport	Gaborone
GBF	Pacific/Port_Moresby	Negarbo(Negabo) Airport	Negarbo
GBG	America/Chicago	Galesburg Municipal Airport	Galesburg
GBH	America/Anchorage	Galbraith Lake Airport	Galbraith Lake
GBJ	America/Guadeloupe	Les Bases Airport	Grand Bourg
GBK	Africa/Freetown	Gbangbatok Airport	Gbangbatok
GBL	Australia/Darwin	South Goulburn Is Airport	
GBM	Africa/Mogadishu	Garbaharey Airport	Garbaharey
GBP	Australia/Brisbane	Gamboola Airport	
GBR	America/New_York	Walter J. Koladza Airport	Great Barrington
GBT	Asia/Tehran	Gorgan Airport	Gorgan
GBU	Africa/Khartoum	Khashm El Girba Airport	Khashm El Girba
GBV	Australia/Perth	Gibb River Airport	
GBW	Australia/Perth	Ginbata Airport	Ginbata
GBZ	Pacific/Auckland	Great Barrier Aerodrome	Claris
GCA	America/Bogota	Guacamayas Airport	Guacamayas
GCC	America/Denver	Gillette Campbell County Airport	Gillette
GCD	America/Los_Angeles	Grand Coulee Dam Airport	Electric City
GCH	Asia/Tehran	Gachsaran Airport	Gachsaran
GCI	Europe/Guernsey	Guernsey Airport	Saint Peter Port
GCJ	Africa/Johannesburg	Grand Central Airport	Midrand
GCK	America/Chicago	Garden City Regional Airport	Garden City
GCM	America/Cayman	Owen Roberts International Airport	Georgetown
GCN	America/Phoenix	Grand Canyon National Park Airport	Grand Canyon
GCT	America/Phoenix	Grand Canyon Bar Ten Airstrip	Whitmore
GCW	America/Phoenix	Grand Canyon West Airport	Peach Springs
GCY	America/New_York	Greeneville-Greene County Municipal Airport	Greeneville
GDA	Africa/Bangui	Gounda Airport	Gounda
GDC	America/New_York	Donaldson Field Airport	Greenville
GDD	Australia/Perth	Gordon Downs Airport	Gordon Downs
GDE	Africa/Addis_Ababa	Gode Airport	Gode
GDG	Asia/Yakutsk	Magdagachi Airport	Magdagachi
GDH	America/Anchorage	Golden Horn Lodge Seaplane Base	Golden Horn Lodge
GDI	Africa/Bangui	Gordil Airport	Melle
GDJ	Africa/Lubumbashi	Gandajika Airport	Gandajika
GDL	America/Mexico_City	Don Miguel Hidalgo Y Costilla International Airport	Guadalajara
GDM	America/New_York	Gardner Municipal Airport	Gardner
GDN	Europe/Warsaw	Gdansk Lech Walesa Airport	Gdansk
GDO	America/Caracas	Guasdalito Airport	
GDP	America/Fortaleza	Guadalupe Airport	Guadalupe
GDQ	Africa/Addis_Ababa	Gonder Airport	Gondar
GDT	America/Grand_Turk	JAGS McCartney International Airport	Cockburn Town
GDV	America/Denver	Dawson Community Airport	Glendive
GDW	America/Detroit	Gladwin Zettel Memorial Airport	Gladwin
GDX	Asia/Magadan	Sokol Airport	Magadan
GDZ	Europe/Moscow	Gelendzhik Airport	Gelendzhik
GEA	Pacific/Noumea	Noumea Magenta Airport	Noumea
GEB	Asia/Jayapura	Gebe Airport	Gebe Island
GEC	Asia/Famagusta	Lefkoniko Airport	Gecitkale
GED	America/New_York	Sussex County Airport	Georgetown
GEE	Australia/Hobart	Georgetown (Tas) Airport	
GEF	Pacific/Guadalcanal	Geva Airport	Liangia
GEG	America/Los_Angeles	Spokane International Airport	Spokane
GEL	America/Sao_Paulo	Santo Angelo Airport	Santo Angelo
GEM	Africa/Malabo	President Obiang Nguema International Airport	Mengomeyen
GEO	America/Guyana	Cheddi Jagan International Airport	Georgetown
GER	America/Havana	Rafael Cabrera Airport	Nueva Gerona
GES	Asia/Manila	General Santos International Airport	General Santos
GET	Australia/Perth	Geraldton Airport	Geraldton
GEV	Europe/Stockholm	Gallivare Airport	Gallivare
GEW	Pacific/Port_Moresby	Gewoia Airport	Gewoia
GEX	Australia/Melbourne	Geelong Airport	
GEY	America/Denver	South Big Horn County Airport	Greybull
GFD	America/Indiana/Indianapolis	Pope Field	Greenfield
GFE	Australia/Sydney	Grenfell Airport	Grenfell
GFF	Australia/Sydney	Griffith Airport	Griffith
GFK	America/Chicago	Grand Forks International Airport	Grand Forks
GFL	America/New_York	Floyd Bennett Memorial Airport	Glens Falls
GFN	Australia/Sydney	Grafton Airport	
GFO	America/Guyana	Bartica A Airport	Bartica
GFR	Europe/Paris	Granville Airport	Granville
GFY	Africa/Windhoek	Grootfontein Airport	Grootfontein
GGC	Africa/Luanda	Lumbala Airport	Lumbala
GGD	Australia/Brisbane	Gregory Downs Airport	
GGE	America/New_York	Georgetown County Airport	Georgetown
GGG	America/Chicago	East Texas Regional Airport	Longview
GGL	America/Bogota	Gilgal Airport	Villa Claret
GGM	Africa/Nairobi	Kakamega Airport	Kakamega
GGN	Africa/Abidjan	Gagnoa Airport	Gagnoa
GGO	Africa/Abidjan	Guiglo Airport	Guiglo
GGR	Africa/Mogadishu	Garowe Airport	Garowe
GGS	America/Argentina/Rio_Gallegos	Gobernador Gregores Airport	Gobernador Gregores
GGT	America/Nassau	Exuma International Airport	George Town
GGW	America/Denver	Wokal Field/Glasgow-Valley County Airport	Glasgow
GHA	Africa/Algiers	Noumerat - Moufdi Zakaria Airport	Ghardaia
GHB	America/Nassau	Governor's Harbour Airport	Governor's Harbour
GHC	America/Nassau	Great Harbour Cay Airport	Bullocks Harbour
GHE	America/Panama	Garachine Airport	Garachine
GHF	Europe/Berlin	Giebelstadt Airport	Giebelstadt
GHK	America/Yellowknife	Gahcho Kue	
GHM	America/Chicago	Centerville Municipal Airport	Centerville
GHN	Asia/Shanghai	Guanghan Airport	Civil Aviation Flight University of China
GHT	Africa/Tripoli	Ghat Airport	Ghat
GHU	America/Argentina/Cordoba	Gualeguaychu Airport	Gualeguaychu
GIB	Europe/Gibraltar	Gibraltar Airport	Gibraltar
GIC	Pacific/Port_Moresby	Boigu Airport	
GID	Africa/Bujumbura	Gitega Airport	Gitega
GIF	America/New_York	Winter Haven Regional Airport - Gilbert Field	Winter Haven
GIG	America/Sao_Paulo	Rio Galeao - Tom Jobim International Airport	Rio De Janeiro
GII	Africa/Conakry	Siguiri Airport	Siguiri
GIL	Asia/Karachi	Gilgit Airport	Gilgit
GIR	America/Bogota	Santiago Vila Airport	Girardot
GIS	Pacific/Auckland	Gisborne Airport	Gisborne
GIT	Africa/Dar_es_Salaam	Mchauru Airport	Geita
GIU	Asia/Colombo	Sigiriya Air Force Base	Sigiriya
GIY	Africa/Johannesburg	Giyani Airport	Giyani
GIZ	Asia/Riyadh	Jizan Regional Airport	Jizan
GJA	America/Tegucigalpa	La Laguna Airport	Guanaja
GJL	Africa/Algiers	Jijel Ferhat Abbas Airport	Jijel
GJM	America/Porto_Velho	Guajara-Mirim Airport	Guajara-Mirim
GJR	Atlantic/Reykjavik	Gjogur Airport	Gjogur
GJT	America/Denver	Grand Junction Regional Airport	Grand Junction
GKA	Pacific/Port_Moresby	Goroka Airport	Goronka
GKD	Europe/Istanbul	Gokceada Airport	Gokceada
GKE	Europe/Berlin	Geilenkirchen Air Base	
GKH	Asia/Kathmandu	Palungtar Airport	Gorkha
GKK	Indian/Maldives	Kooddoo Airport	Huvadhu Atoll
GKL	Australia/Brisbane	Great Keppel Is Airport	Great Keppel Island
GKN	America/Anchorage	Gulkana Airport	Gulkana
GKT	America/New_York	Gatlinburg-Pigeon Forge Airport	Sevierville
GLA	Europe/London	Glasgow International Airport	Glasgow
GLB	America/Phoenix	San Carlos Apache Airport	Globe
GLC	Africa/Addis_Ababa	Geladi Airport	Geladi
GLD	America/Denver	Renner Field-Goodland Municipal Airport	Goodland
GLE	America/Chicago	Gainesville Municipal Airport	Gainesville
GLF	America/Costa_Rica	Golfito Airport	Golfito
GLG	Australia/Brisbane	Glengyle Airport	
GLH	America/Chicago	Mid Delta Regional Airport	Greenville
GLI	Australia/Sydney	Glen Innes Airport	
GLK	Africa/Mogadishu	Galcaio Airport	Galcaio
GLL	Europe/Oslo	Gol Airport	Klanten flyplass
GLM	Australia/Brisbane	Glenormiston Airport	
GLN	Africa/Casablanca	Goulimime Airport	Goulimime
GLO	Europe/London	Gloucestershire Airport	Staverton
GLP	Pacific/Port_Moresby	Gulgubip Airport	Gulgubip
GLR	America/Detroit	Gaylord Regional Airport	Gaylord
GLS	America/Chicago	Scholes International At Galveston Airport	Galveston
GLT	Australia/Brisbane	Gladstone Airport	Gladstone
GLU	Asia/Thimphu	Gelephu Airport	Gelephu
GLV	America/Nome	Golovin Airport	Golovin
GLW	America/Chicago	Glasgow Municipal Airport	Glasgow
GLX	Asia/Jayapura	Gamarmalamo Airport	Galela-Celebes Island
GLZ	Europe/Amsterdam	Gilze Rijen Air Base	Breda
GMA	Africa/Kinshasa	Gemena Airport	Gemena
GMB	Africa/Addis_Ababa	Gambella Airport	Gambela
GMD	Africa/Casablanca	Ben Slimane Airport	Ben Slimane
GME	Europe/Minsk	Gomel Airport	Gomel
GMI	Pacific/Port_Moresby	Gasmata Island Airport	Gasmata Island
GMM	Africa/Brazzaville	Gamboma Airport	Gamboma
GMN	Pacific/Auckland	Greymouth Airport	
GMO	Africa/Lagos	Gombe Lawanti International Airport	Gombe
GMP	Asia/Seoul	Gimpo International Airport	Seoul
GMQ	Asia/Shanghai	Golog Maqin Airport	Golog
GMR	Pacific/Gambier	Totegegie Airport	
GMS	America/Fortaleza	Antonio Guerreiro Airport	Guimaraes
GMT	America/Anchorage	Granite Mountain Air Station	Granite Mountain
GMU	America/New_York	Greenville Downtown Airport	Greenville
GMV	America/Denver	Monument Valley Airport	Goulding's Lodge
GNA	Europe/Minsk	Hrodna Airport	Hrodna
GNB	Europe/Paris	Grenoble-Isere Airport	Saint-Etienne-de-Saint-Geoirs
GND	America/Grenada	Point Salines International Airport	Saint George's
GNF	America/Los_Angeles	Gansner Field	Quincy
GNG	America/Boise	Gooding Municipal Airport	Gooding
GNI	Asia/Taipei	Lyudao Airport	Lyudao
GNM	America/Bahia	Guanambi Airport	Guanambi
GNN	Africa/Addis_Ababa	Ghinnir Airport	Ghinnir
GNR	America/Argentina/Salta	Dr. Arturo H. Illia Airport	General Roca
GNS	Asia/Jakarta	Binaka Airport	Gunung Sitoli-Nias Island
GNT	America/Denver	Grants-Milan Municipal Airport	Grants
GNU	America/Anchorage	Goodnews Airport	Goodnews
GNV	America/New_York	Gainesville Regional Airport	Gainesville
GNY	Europe/Istanbul	Sanliurfa GAP Airport	Sanliurfa
GNZ	Africa/Gaborone	Ghanzi Airport	Ghanzi
GOA	Europe/Rome	Genoa Cristoforo Colombo Airport	Genova
GOB	Africa/Addis_Ababa	Robe Airport	Goba
GOC	Pacific/Port_Moresby	Gora Airstrip	Gora
GOE	Pacific/Port_Moresby	Gonaili Airport	Gonaili
GOG	Africa/Windhoek	Gobabis Airport	Gobabis
GOH	America/Godthab	Godthaab / Nuuk Airport	Nuuk
GOI	Asia/Kolkata	Dabolim Airport	Vasco da Gama
GOJ	Europe/Moscow	Nizhny Novgorod Strigino International Airport	Nizhny Novgorod
GOK	America/Chicago	Guthrie-Edmond Regional Airport	Guthrie
GOL	America/Los_Angeles	Gold Beach Municipal Airport	Gold Beach
GOM	Africa/Lubumbashi	Goma International Airport	Goma
GON	America/New_York	Groton New London Airport	Groton (New London)
GOO	Australia/Brisbane	Goondiwindi Airport	
GOP	Asia/Kolkata	Gorakhpur Airport	Gorakhpur
GOQ	Asia/Urumqi	Golmud Airport	Golmud
GOR	Africa/Addis_Ababa	Gore Airport	Gore
GOT	Europe/Stockholm	Gothenburg-Landvetter Airport	Gothenburg
GOU	Africa/Douala	Garoua International Airport	Garoua
GOV	Australia/Darwin	Gove Airport	Nhulunbuy
GOZ	Europe/Sofia	Gorna Oryahovitsa Airport	Gorna Oryahovitsa
GPA	Europe/Athens	Araxos Airport	Patras
GPB	America/Sao_Paulo	Tancredo Thomas de Faria Airport	Guarapuava
GPD	Australia/Brisbane	Mount Gordon Airport	Mount Gordon Mine
GPI	America/Bogota	Juan Casiano Airport	Guapi
GPL	America/Costa_Rica	Guapiles Airport	Pococi
GPN	Australia/Darwin	Garden Point Airport	
GPO	America/Argentina/Salta	General Pico Airport	General Pico
GPS	Pacific/Galapagos	Seymour Airport	Baltra
GPT	America/Chicago	Gulfport Biloxi International Airport	Gulfport
GPZ	America/Chicago	Grand Rapids Itasca Co-Gordon Newstrom field	Grand Rapids
GQQ	America/New_York	Galion Municipal Airport	Galion
GRB	America/Chicago	Austin Straubel International Airport	Green Bay
GRC	Africa/Monrovia	Grand Cess Airport	Grand Cess
GRD	America/New_York	Greenwood County Airport	Greenwood
GRE	America/Chicago	Greenville Airport	Greenville
GRF	America/Los_Angeles	Gray Army Air Field	Fort Lewis/Tacoma
GRG	Asia/Kabul	Gardez Airport	Gardez
GRH	Pacific/Port_Moresby	Garuahi Airport	Garuahi
GRI	America/Chicago	Central Nebraska Regional Airport	Grand Island
GRJ	Africa/Johannesburg	George Airport	George
GRK	America/Chicago	Robert Gray  Army Air Field Airport	Fort Hood/Killeen
GRL	Pacific/Port_Moresby	Garasa Airport	Au
GRM	America/Chicago	Grand Marais Cook County Airport	Grand Marais
GRN	America/Denver	Gordon Municipal Airport	Gordon
GRO	Europe/Madrid	Girona Airport	Girona
GRP	America/Araguaina	Gurupi Airport	Gurupi
GRQ	Europe/Amsterdam	Eelde Airport	Groningen
GRR	America/Detroit	Gerald R. Ford International Airport	Grand Rapids
GRS	Europe/Rome	Grosseto Air Base	Grosetto
GRT	Asia/Karachi	Gujrat Airport	Gujrat
GRU	America/Sao_Paulo	Guarulhos - Governador Andre Franco Montoro International Airport	Sao Paulo
GRV	Europe/Moscow	Grozny North Airport	Grozny
GRW	Atlantic/Azores	Graciosa Airport	Santa Cruz da Graciosa
GRX	Europe/Madrid	Federico Garcia Lorca Airport	Granada
GRY	Atlantic/Reykjavik	Grimsey Airport	Grimsey
GRZ	Europe/Vienna	Graz Airport	Graz
GSA	Asia/Kuching	Long Pasia Airport	Long Miau
GSB	America/New_York	Seymour Johnson Air Force Base	Goldsboro
GSC	Australia/Perth	Gascoyne Junction Airport	Gascoyne Junction
GSE	Europe/Stockholm	Gothenburg City Airport	Gothenburg
GSH	America/Indiana/Indianapolis	Goshen Municipal Airport	Goshen
GSI	America/Cayenne	Grand-Santi Airport	Grand-Santi
GSJ	America/Guatemala	San Jose Airport	Puerto San Jose
GSL	America/Yellowknife	Taltheilei Narrows Airport	Taltheilei Narrows
GSM	Asia/Tehran	Qeshm International Airport	Qeshm
GSN	Australia/Adelaide	Mount Gunson Airport	Mount Gunson
GSO	America/New_York	Piedmont Triad International Airport	Greensboro
GSP	America/New_York	Greenville Spartanburg International Airport	Greenville
GSQ	Africa/Cairo	Shark El Oweinat International Airport	
GSR	Africa/Mogadishu	Gardo Airport	Gardo
GSS	Africa/Johannesburg	Sabi Sabi Airport	Belfast
GST	America/Juneau	Gustavus Airport	Gustavus
GSU	Africa/Khartoum	Azaza Airport	Gedaref
GTA	Pacific/Guadalcanal	Gatokae Airport	Gatokae
GTE	Australia/Darwin	Groote Eylandt Airport	Groote Eylandt
GTF	America/Denver	Great Falls International Airport	Great Falls
GTG	America/Chicago	Grantsburg Municipal Airport	Grantsburg
GTI	Europe/Berlin	Flugplatz Guttin / Rugen	Rugen
GTN	Pacific/Auckland	Glentanner Airport	Glentanner Station
GTO	Asia/Makassar	Jalaluddin Airport	Gorontalo-Celebes Island
GTP	America/Los_Angeles	Grants Pass Airport	Grants Pass
GTR	America/Chicago	Golden Triangle Regional Airport	Columbus/W Point/Starkville
GTS	Australia/Darwin	Granite Downs Airport	
GTT	Australia/Brisbane	Georgetown Airport	
GTW	Europe/Prague	Holesov Airport	Holesov
GTY	America/New_York	Gettysburg Regional Airport	Gettysburg
GTZ	Africa/Dar_es_Salaam	Kirawira B Aerodrome	Grumeti Game Reserve
GUA	America/Guatemala	La Aurora Airport	Guatemala City
GUB	America/Tijuana	Guerrero Negro Airport	Guerrero Negro
GUC	America/Denver	Gunnison Crested Butte Regional Airport	Gunnison
GUD	Africa/Bamako	Goundam Airport	Goundam
GUE	Pacific/Port_Moresby	Guriaso (Keraso) Airport	Guriaso
GUF	America/Chicago	Jack Edwards Airport	Gulf Shores
GUG	Pacific/Port_Moresby	Guari Airport	Guari
GUH	Australia/Sydney	Gunnedah Airport	
GUI	America/Caracas	Guiria Airport	
GUJ	America/Sao_Paulo	Guaratingueta Airport	Guaratingueta
GUL	Australia/Sydney	Goulburn Airport	
GUO	Africa/Mogadishu	Jicalapa Airport	Jicalapa
GUP	America/Denver	Gallup Municipal Airport	Gallup
GUQ	America/Caracas	Guanare Airport	Guanare
GUR	Pacific/Port_Moresby	Gurney Airport	Gurney
GUS	America/Indiana/Indianapolis	Grissom Air Reserve Base	Peru
GUT	Europe/Berlin	Gutersloh Air Base	Gutersloh
GUU	Atlantic/Reykjavik	Grundarfjordur Airport	Grundarfjordur
GUV	Pacific/Port_Moresby	Mougulu Airport	Mougulu
GUW	Asia/Atyrau	Atyrau Airport	Atyrau
GUX	Asia/Kolkata	Guna Airport	
GUY	America/Chicago	Guymon Municipal Airport	Guymon
GUZ	America/Sao_Paulo	Guarapari Airport	Guarapari
